Category,Weapon Name,Level,Strength,Upgrade_Hacksilver,Upgrade_Rawhide,Upgrade_Stonewood,Upgrade_Petrified Bone,Runic,Vitality,Cooldown,Luck,Upgrade_Whispering Slab,Upgrade_Hardened Remnants,Upgrade_Skap Slag,Upgrade_Glowing Embers,Upgrade_Celestial Fossil,Upgrade_Petrified Bones,Upgrade_Whispering Slabs,Defense,Upgrade_Essence of Hel,Upgrade_Divine Ashes,Upgrade_Sovereign Coals,Upgrade_Gleaming Crystal,Upgrade_Lindwyrm Scales,Upgrade_Slag Deposits,Upgrade_Honed Metal,Upgrade_Luminous Alloy,Upgrade_Dust of Realms,Upgrade_Fortified Remnants,Upgrade_Blazing Embers,Upgrade_Forsaken Breath,Upgrade_Shining Crystal,Total Stats
Blades of Chaos,Deadly Obsidian Handles,9.0,63.0,16000.0,,,,0.0,0.0,0.0,0.0,20.0,,,3.0,,,,0.0,,,,,,,,,,,,,,63.0
Blades of Chaos,Deadly Obsidian Handles,9.1,70.0,17000.0,,,,0.0,0.0,0.0,0.0,,,10.0,,,,,0.0,,,,,,,,,,,,,,70.0
Blades of Chaos,Deadly Obsidian Handles,9.2,78.0,18000.0,,,,0.0,0.0,0.0,0.0,5.0,,20.0,,,,,0.0,,,,,,,,,,,,,,78.0
Blades of Chaos,Deadly Obsidian Handles,9.3,86.0,19000.0,,,,0.0,0.0,0.0,0.0,,,30.0,10.0,,,,0.0,,,,,,,,,,,,,,86.0
Blades of Chaos,Deadly Obsidian Handles,10.0,94.0,20000.0,,,,0.0,0.0,0.0,0.0,,,40.0,,1.0,,,0.0,,,,,,,,,,,,,,94.0
Blades of Chaos,Radiant Warden Handles,2.0,4.0,600.0,,,,0.0,0.0,5.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,9.0
Blades of Chaos,Radiant Warden Handles,3.0,8.0,800.0,6.0,,,0.0,0.0,9.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,17.0
Blades of Chaos,Radiant Warden Handles,4.0,11.0,2400.0,,2.0,,0.0,0.0,13.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,24.0
Blades of Chaos,Radiant Warden Handles,5.0,15.0,4000.0,,5.0,,0.0,0.0,17.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,32.0
Blades of Chaos,Radiant Warden Handles,6.0,18.0,6000.0,,,1.0,0.0,0.0,22.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,40.0
Blades of Chaos,Radiant Warden Handles,7.0,22.0,9000.0,,,2.0,0.0,0.0,26.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,48.0
Blades of Chaos,Radiant Warden Handles,8.0,25.0,12000.0,,,3.0,0.0,0.0,30.0,0.0,10.0,,,,,,,0.0,,,,,,,,,,,,,,55.0
Blades of Chaos,Radiant Warden Handles,9.0,29.0,16000.0,,,,0.0,0.0,34.0,0.0,20.0,,,3.0,,,,0.0,,,,,,,,,,,,,,63.0
Blades of Chaos,Radiant Warden Handles,9.1,32.0,17000.0,,,,0.0,0.0,38.0,0.0,,,10.0,,,,,0.0,,,,,,,,,,,,,,70.0
Blades of Chaos,Radiant Warden Handles,9.2,36.0,18000.0,,,,0.0,0.0,43.0,0.0,5.0,,20.0,,,,,0.0,,,,,,,,,,,,,,79.0
Blades of Chaos,Radiant Warden Handles,9.3,39.0,19000.0,,,,0.0,0.0,47.0,0.0,,,30.0,10.0,,,,0.0,,,,,,,,,,,,,,86.0
Blades of Chaos,Radiant Warden Handles,10.0,43.0,20000.0,,,,0.0,0.0,51.0,0.0,,,40.0,,1.0,,,0.0,,,,,,,,,,,,,,94.0
Blades of Chaos,Cursed Empress Handles,2.0,4.0,,,,,0.0,0.0,0.0,5.0,,,,,,,,0.0,,,,,,,,,,,,,,9.0
Blades of Chaos,Cursed Empress Handles,3.0,8.0,800.0,6.0,,,0.0,0.0,0.0,9.0,,,,,,,,0.0,,,,,,,,,,,,,,17.0
Blades of Chaos,Cursed Empress Handles,4.0,11.0,2400.0,,2.0,,0.0,0.0,0.0,13.0,,,,,,,,0.0,,,,,,,,,,,,,,24.0
Blades of Chaos,Cursed Empress Handles,5.0,15.0,4000.0,,5.0,,0.0,0.0,0.0,17.0,,,,,,,,0.0,,,,,,,,,,,,,,32.0
Blades of Chaos,Cursed Empress Handles,6.0,18.0,6000.0,,,1.0,0.0,0.0,0.0,22.0,,,,,,,,0.0,,,,,,,,,,,,,,40.0
Blades of Chaos,Cursed Empress Handles,7.0,22.0,9000.0,,,2.0,0.0,0.0,0.0,26.0,,,,,,,,0.0,,,,,,,,,,,,,,48.0
Blades of Chaos,Cursed Empress Handles,8.0,25.0,12000.0,,,,0.0,0.0,0.0,30.0,,,,,,,,0.0,,,4.0,,,,,,,,,,,55.0
Blades of Chaos,Cursed Empress Handles,9.0,29.0,16000.0,,,,0.0,0.0,0.0,34.0,20.0,,,3.0,,,,0.0,,,,,,,,,,,,,,63.0
Blades of Chaos,Cursed Empress Handles,9.1,32.0,17000.0,,,,0.0,0.0,0.0,38.0,,,10.0,,,,,0.0,,,,,,,,,,,,,,70.0
Blades of Chaos,Cursed Empress Handles,9.2,36.0,18000.0,,,,0.0,0.0,0.0,43.0,5.0,,20.0,,,,,0.0,,,,,,,,,,,,,,79.0
Blades of Chaos,Cursed Empress Handles,9.3,38.0,19000.0,,,,0.0,0.0,0.0,47.0,,,30.0,10.0,,,,0.0,,,,,,,,,,,,,,85.0
Blades of Chaos,Cursed Empress Handles,10.0,43.0,20000.0,,,,0.0,0.0,0.0,51.0,,,40.0,,1.0,,,0.0,,,,,,,,,,,,,,94.0
Blades of Chaos,Pommels of the Undying Spark,2.0,6.0,,,,,3.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,9.0
Blades of Chaos,Pommels of the Undying Spark,3.0,12.0,800.0,6.0,,,6.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,18.0
Blades of Chaos,Pommels of the Undying Spark,4.0,18.0,2400.0,,2.0,,9.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,27.0
Blades of Chaos,Pommels of the Undying Spark,5.0,23.0,4000.0,,5.0,,12.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,35.0
Blades of Chaos,Pommels of the Undying Spark,6.0,29.0,6000.0,,,1.0,14.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,43.0
Blades of Chaos,Pommels of the Undying Spark,7.0,34.0,9000.0,,,2.0,17.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,51.0
Blades of Chaos,Pommels of the Undying Spark,8.0,40.0,12000.0,,,3.0,20.0,0.0,0.0,0.0,10.0,,,,,,,0.0,,,,,,,,,,,,,,60.0
Blades of Chaos,Pommels of the Undying Spark,9.0,46.0,16000.0,,,,23.0,0.0,0.0,0.0,20.0,,,3.0,,,,0.0,,,,,,,,,,,,,,69.0
Blades of Chaos,Pommels of Agile Deceit,4.0,11.0,2400.0,,,,0.0,13.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,24.0
Blades of Chaos,Pommels of Agile Deceit,5.0,15.0,4000.0,,5.0,,0.0,17.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,32.0
Blades of Chaos,Pommels of Agile Deceit,6.0,18.0,6000.0,,,1.0,0.0,22.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,40.0
Blades of Chaos,Pommels of Agile Deceit,7.0,22.0,9000.0,,,2.0,0.0,26.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,48.0
Blades of Chaos,Pommels of Agile Deceit,8.0,25.0,12000.0,,,3.0,0.0,30.0,0.0,0.0,10.0,,,,,,,0.0,,,,,,,,,,,,,,55.0
Blades of Chaos,Pommels of Agile Deceit,9.0,29.0,16000.0,,,,0.0,34.0,0.0,0.0,20.0,,,3.0,,,,0.0,,,,,,,,,,,,,,63.0
Blades of Chaos,Pommels of Agile Deceit,9.1,32.0,17000.0,,,,0.0,38.0,0.0,0.0,,,10.0,,,,,0.0,,,,,,,,,,,,,,70.0
Blades of Chaos,Pommels of Agile Deceit,9.2,36.0,18000.0,,,,0.0,43.0,0.0,0.0,5.0,,20.0,,,,,0.0,,,,,,,,,,,,,,79.0
Blades of Chaos,Pommels of Agile Deceit,9.3,39.0,19000.0,,,,0.0,47.0,0.0,0.0,,,30.0,10.0,,,,0.0,,,,,,,,,,,,,,86.0
Blades of Chaos,Pommels of Agile Deceit,10.0,43.0,20000.0,,,,0.0,51.0,0.0,0.0,,,40.0,,1.0,,,0.0,,,,,,,,,,,,,,94.0
Blades of Chaos,Pommels of Brutal Might,4.0,11.0,2400.0,,,,0.0,0.0,0.0,0.0,,,,,,,,13.0,,,,,,,,,,,,,,24.0
Blades of Chaos,Pommels of Brutal Might,5.0,15.0,4000.0,,5.0,,0.0,0.0,0.0,0.0,,,,,,,,17.0,,,,,,,,,,,,,,32.0
Blades of Chaos,Pommels of Brutal Might,6.0,18.0,6000.0,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,22.0,,,,,,,,,,,,,,40.0
Blades of Chaos,Pommels of Brutal Might,7.0,22.0,9000.0,,,2.0,0.0,0.0,0.0,0.0,,,,,,,,26.0,,,,,,,,,,,,,,48.0
Blades of Chaos,Pommels of Brutal Might,8.0,25.0,12000.0,,,3.0,0.0,0.0,0.0,0.0,10.0,,,,,,,30.0,,,,,,,,,,,,,,55.0
Blades of Chaos,Pommels of Brutal Might,9.0,29.0,16000.0,,,,0.0,0.0,0.0,0.0,20.0,,,3.0,,,,34.0,,,,,,,,,,,,,,63.0
Blades of Chaos,Pommels of Brutal Might,9.1,32.0,17000.0,,,,0.0,0.0,0.0,0.0,,,10.0,,,,,38.0,,,,,,,,,,,,,,70.0
Blades of Chaos,Pommels of Brutal Might,9.2,36.0,18000.0,,,,0.0,0.0,0.0,0.0,5.0,,20.0,,,,,43.0,,,,,,,,,,,,,,79.0
Blades of Chaos,Pommels of Brutal Might,9.3,39.0,19000.0,,,,0.0,0.0,0.0,0.0,,,30.0,10.0,,,,47.0,,,,,,,,,,,,,,86.0
Blades of Chaos,Pommels of Brutal Might,10.0,43.0,20000.0,,,,0.0,0.0,0.0,0.0,,,40.0,,1.0,,,51.0,,,,,,,,,,,,,,94.0
Blades of Chaos,Hardened War Handles,5.0,20.0,,,,,0.0,9.0,0.0,0.0,,,,,,,,9.0,,,,,,,,,,,,,,38.0
Blades of Chaos,Hardened War Handles,6.0,25.0,6000.0,,,1.0,0.0,11.0,0.0,0.0,,,,,,,,11.0,,,,,,,,,,,,,,47.0
Blades of Chaos,Hardened War Handles,7.0,30.0,9000.0,,,2.0,0.0,13.0,0.0,0.0,,,,,,,,13.0,,,,,,,,,,,,,,56.0
Blades of Chaos,Hardened War Handles,8.0,35.0,12000.0,,,3.0,0.0,15.0,0.0,0.0,10.0,,,,,,,15.0,,,,,,,,,,,,,,65.0
Blades of Chaos,Hardened War Handles,9.0,40.0,16000.0,,,,0.0,17.0,0.0,0.0,20.0,,,3.0,,,,17.0,,,,,,,,,,,,,,74.0
Blades of Chaos,Hardened War Handles,9.1,45.0,17000.0,,,,0.0,19.0,0.0,0.0,,,10.0,,,,,19.0,,,,,,,,,,,,,,83.0
Blades of Chaos,Hardened War Handles,9.2,50.0,18000.0,,,,0.0,21.0,0.0,0.0,5.0,,20.0,,,,,21.0,,,,,,,,,,,,,,92.0
Blades of Chaos,Hardened War Handles,9.3,55.0,19000.0,,,,0.0,23.0,0.0,0.0,,,30.0,10.0,,,,23.0,,,,,,,,,,,,,,101.0
Blades of Chaos,Hardened War Handles,10.0,60.0,20000.0,,,,0.0,26.0,0.0,0.0,,,40.0,,1.0,,,26.0,,,,,,,,,,,,,,112.0
Blades of Chaos,Pommels of Burning Unity,6.0,18.0,,,,,22.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,40.0
Blades of Chaos,Pommels of Burning Unity,7.0,22.0,9000.0,,,2.0,26.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,48.0
Blades of Chaos,Pommels of Burning Unity,8.0,25.0,12000.0,,,,30.0,0.0,0.0,0.0,,,,,,,,0.0,,,4.0,,,,,,,,,,,55.0
Blades of Chaos,Pommels of Burning Unity,9.0,29.0,16000.0,,,,34.0,0.0,0.0,0.0,20.0,,,3.0,,,,0.0,,,,,,,,,,,,,,63.0
Blades of Chaos,Pommels of Burning Unity,9.1,32.0,17000.0,,,,38.0,0.0,0.0,0.0,,,10.0,,,,,0.0,,,,,,,,,,,,,,70.0
Blades of Chaos,Pommels of Burning Unity,9.2,36.0,18000.0,,,,43.0,0.0,0.0,0.0,5.0,,20.0,,,,,0.0,,,,,,,,,,,,,,79.0
Blades of Chaos,Pommels of Burning Unity,9.3,39.0,19000.0,,,,47.0,0.0,0.0,0.0,,,30.0,10.0,,,,0.0,,,,,,,,,,,,,,86.0
Blades of Chaos,Pommels of Burning Unity,10.0,43.0,20000.0,,,,51.0,0.0,0.0,0.0,,,40.0,,1.0,,,0.0,,,,,,,,,,,,,,94.0
Blades of Chaos,Pommels of the True Flame,6.0,14.0,,,,,18.0,0.0,14.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,46.0
Blades of Chaos,Pommels of the True Flame,7.0,17.0,,,,,22.0,0.0,17.0,0.0,,,,1.0,,,,0.0,,750.0,,,,,,,,,,,,56.0
Blades of Chaos,Pommels of the True Flame,8.0,20.0,,,,,25.0,0.0,20.0,0.0,,,,2.0,,,,0.0,,1250.0,,,,,,,,,,,,65.0
Blades of Chaos,Pommels of the True Flame,9.0,23.0,,,,,29.0,0.0,23.0,0.0,20.0,,,3.0,,,,0.0,,1750.0,,,,,,,,,,,,75.0
Blades of Chaos,Pommels of the True Flame,9.1,26.0,17000.0,,,,32.0,0.0,26.0,0.0,,,10.0,,,,,0.0,,,,,,,,,,,,,,84.0
Blades of Chaos,Pommels of the True Flame,9.2,28.0,18000.0,,,,36.0,0.0,28.0,0.0,5.0,,20.0,,,,,0.0,,,,,,,,,,,,,,92.0
Blades of Chaos,Pommels of the True Flame,9.3,31.0,19000.0,,,,39.0,0.0,31.0,0.0,,,30.0,10.0,,,,0.0,,,,,,,,,,,,,,101.0
Blades of Chaos,Pommels of the True Flame,10.0,34.0,20000.0,,,,43.0,0.0,34.0,0.0,,,40.0,,1.0,,,0.0,,,,,,,,,,,,,,111.0
Blades of Chaos,Luminous Recovery Handles,6.0,14.0,,,,,0.0,0.0,18.0,14.0,,,,,,,,0.0,,,,,,,,,,,,,,46.0
Blades of Chaos,Luminous Recovery Handles,7.0,17.0,9000.0,,,2.0,0.0,0.0,22.0,17.0,,,,,,,,0.0,,,,,,,,,,,,,,56.0
Blades of Chaos,Luminous Recovery Handles,8.0,20.0,12000.0,,,,0.0,0.0,25.0,20.0,,,,,,,,0.0,,,4.0,,,,,,,,,,,65.0
Blades of Chaos,Luminous Recovery Handles,9.0,23.0,16000.0,,,,0.0,0.0,29.0,23.0,20.0,,,3.0,,,,0.0,,,,,,,,,,,,,,75.0
Blades of Chaos,Luminous Recovery Handles,9.1,26.0,17000.0,,,,0.0,0.0,32.0,26.0,,,10.0,,,,,0.0,,,,,,,,,,,,,,84.0
Blades of Chaos,Luminous Recovery Handles,9.2,28.0,18000.0,,,,0.0,0.0,36.0,28.0,5.0,,20.0,,,,,0.0,,,,,,,,,,,,,,92.0
Blades of Chaos,Luminous Recovery Handles,9.3,31.0,19000.0,,,,0.0,0.0,39.0,31.0,,,30.0,10.0,,,,0.0,,,,,,,,,,,,,,101.0
Blades of Chaos,Luminous Recovery Handles,10.0,34.0,20000.0,,,,0.0,0.0,43.0,34.0,,,40.0,,1.0,,,0.0,,,,,,,,,,,,,,111.0
Draupnir Spear,Soldier's Sauroter,4.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,11.0,,,,,,,,,,,,,,11.0
Draupnir Spear,Soldier's Sauroter,5.0,0.0,4000.0,,5.0,,0.0,0.0,0.0,0.0,,,,,,,,15.0,,,,,,,,,,,,,,15.0
Draupnir Spear,Soldier's Sauroter,6.0,0.0,6000.0,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,18.0,,,,,,,,,,,,,,18.0
Draupnir Spear,Soldier's Sauroter,7.0,0.0,9000.0,,,2.0,13.0,13.0,13.0,13.0,,,,,,,,22.0,,,,,,,,,,,,,,74.0
Draupnir Spear,Soldier's Sauroter,8.0,0.0,12000.0,,,3.0,15.0,15.0,15.0,15.0,10.0,,,,,,,25.0,,,,,,,,,,,,,,85.0
Draupnir Spear,Soldier's Sauroter,9.0,0.0,16000.0,,,,17.0,17.0,17.0,17.0,20.0,,,,,,,29.0,,,,20.0,,,,,,,,,,97.0
Draupnir Spear,Soldier's Sauroter,9.1,0.0,17000.0,,,,19.0,19.0,19.0,19.0,,,10.0,,,,,32.0,,,,,,,,,,,,,,108.0
Draupnir Spear,Soldier's Sauroter,9.2,0.0,18000.0,,,,21.0,21.0,21.0,21.0,5.0,,20.0,,,,,36.0,,,,,,,,,,,,,,120.0
Draupnir Spear,Soldier's Sauroter,9.3,0.0,19000.0,,,,23.0,23.0,23.0,23.0,,,30.0,10.0,,,,39.0,,,,,,,,,,,,,,131.0
Draupnir Spear,Soldier's Sauroter,10.0,0.0,20000.0,,,,26.0,26.0,26.0,26.0,,,40.0,,1.0,,,43.0,,,,,,,,,,,,,,147.0
Draupnir Spear,Hind of Attuned Elements,5.0,0.0,,,,,17.0,0.0,0.0,0.0,,,,,,,,15.0,,,,,,,,,,,,,,32.0
Draupnir Spear,Hind of Attuned Elements,6.0,0.0,6000.0,,,1.0,22.0,0.0,0.0,0.0,,,,,,,,18.0,,,,,,,,,,,,,,40.0
Draupnir Spear,Hind of Attuned Elements,7.0,0.0,9000.0,,,2.0,26.0,0.0,0.0,0.0,,,,,,,,22.0,,,,,,,,,,,,,,48.0
Draupnir Spear,Hind of Attuned Elements,8.0,0.0,12000.0,,,3.0,30.0,0.0,0.0,0.0,10.0,,,,,,,25.0,,,,,,,,,,,,,,55.0
Draupnir Spear,Hind of Attuned Elements,9.0,0.0,16000.0,,,,34.0,0.0,0.0,0.0,20.0,,,,,,,29.0,,,,20.0,,,,,,,,,,63.0
Draupnir Spear,Hind of Attuned Elements,9.1,0.0,17000.0,,,,38.0,0.0,0.0,0.0,,,10.0,,,,,32.0,,,,,,,,,,,,,,70.0
Draupnir Spear,Hind of Attuned Elements,9.2,0.0,18000.0,,,,43.0,0.0,0.0,0.0,5.0,,20.0,,,,,36.0,,,,,,,,,,,,,,79.0
Draupnir Spear,Hind of Attuned Elements,9.3,0.0,19000.0,,,,47.0,0.0,0.0,0.0,,,30.0,10.0,,,,39.0,,,,,,,,,,,,,,86.0
Draupnir Spear,Hind of Attuned Elements,10.0,0.0,20000.0,,,,51.0,0.0,0.0,0.0,,,40.0,,1.0,,,43.0,,,,,,,,,,,,,,94.0
Draupnir Spear,Charging Assault Sauroter,5.0,0.0,4800.0,,,,0.0,7.0,0.0,7.0,,,,,,,,23.0,,,,,,,,,,,,,,37.0
Draupnir Spear,Charging Assault Sauroter,6.0,0.0,6000.0,,,1.0,0.0,9.0,0.0,9.0,,,,,,,,29.0,,,,,,,,,,,,,,47.0
Draupnir Spear,Charging Assault Sauroter,7.0,0.0,9000.0,,,2.0,0.0,11.0,0.0,11.0,,,,,,,,34.0,,,,,,,,,,,,,,56.0
Draupnir Spear,Charging Assault Sauroter,8.0,0.0,12000.0,,,3.0,0.0,13.0,0.0,13.0,10.0,,,,,,,40.0,,,,,,,,,,,,,,66.0
Draupnir Spear,Charging Assault Sauroter,9.0,0.0,16000.0,,,,0.0,14.0,0.0,14.0,20.0,,,,,,,46.0,,,,20.0,,,,,,,,,,74.0
Draupnir Spear,Charging Assault Sauroter,9.1,0.0,17000.0,,,,0.0,16.0,0.0,16.0,,,10.0,,,,,51.0,,,,,,,,,,,,,,83.0
Draupnir Spear,Charging Assault Sauroter,9.2,0.0,18000.0,,,,0.0,18.0,0.0,17.0,5.0,,20.0,,,,,57.0,,,,,,,,,,,,,,92.0
Draupnir Spear,Charging Assault Sauroter,9.3,0.0,19000.0,,,,0.0,20.0,0.0,20.0,,,30.0,10.0,,,,62.0,,,,,,,,,,,,,,102.0
Draupnir Spear,Charging Assault Sauroter,10.0,0.0,20000.0,,,,0.0,21.0,0.0,21.0,,,40.0,,1.0,,,68.0,,,,,,,,,,,,,,110.0
Draupnir Spear,Mighty Olympic Sauroter,5.0,0.0,4800.0,,,,0.0,0.0,17.0,12.0,,,,,,,,9.0,,,,,,,,,,,,,,38.0
Draupnir Spear,Mighty Olympic Sauroter,6.0,0.0,6000.0,,,1.0,0.0,0.0,22.0,14.0,,,,,,,,11.0,,,,,,,,,,,,,,47.0
Draupnir Spear,Mighty Olympic Sauroter,7.0,0.0,9000.0,,,2.0,0.0,0.0,26.0,17.0,,,,,,,,13.0,,,,,,,,,,,,,,56.0
Draupnir Spear,Mighty Olympic Sauroter,8.0,0.0,12000.0,,,3.0,0.0,0.0,30.0,20.0,10.0,,,,,,,15.0,,,,,,,,,,,,,,65.0
Draupnir Spear,Mighty Olympic Sauroter,9.0,0.0,16000.0,,,,0.0,0.0,34.0,23.0,20.0,,,,,,,17.0,,,,20.0,,,,,,,,,,74.0
Draupnir Spear,Mighty Olympic Sauroter,9.1,0.0,17000.0,,,,0.0,0.0,38.0,26.0,,,10.0,,,,,19.0,,,,,,,,,,,,,,83.0
Draupnir Spear,Mighty Olympic Sauroter,9.2,0.0,18000.0,,,,0.0,0.0,43.0,28.0,5.0,,20.0,,,,,21.0,,,,,,,,,,,,,,92.0
Draupnir Spear,Mighty Olympic Sauroter,9.3,0.0,19000.0,,,,0.0,0.0,47.0,31.0,,,30.0,10.0,,,,23.0,,,,,,,,,,,,,,101.0
Draupnir Spear,Mighty Olympic Sauroter,10.0,0.0,20000.0,,,,0.0,0.0,51.0,34.0,,,40.0,,1.0,,,26.0,,,,,,,,,,,,,,111.0
Draupnir Spear,Lion's Roar Sauroter,5.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,32.0,,,,,,,,,,,,,,32.0
Draupnir Spear,Lion's Roar Sauroter,6.0,0.0,6000.0,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,40.0,,,,,,,,,,,,,,40.0
Draupnir Spear,Lion's Roar Sauroter,7.0,0.0,9000.0,,,2.0,0.0,0.0,0.0,0.0,,,,,,,,47.0,,,,,,,,,,,,,,47.0
Draupnir Spear,Lion's Roar Sauroter,8.0,0.0,12000.0,,,3.0,0.0,0.0,0.0,0.0,10.0,,,,,,,55.0,,,,,,,,,,,,,,55.0
Draupnir Spear,Lion's Roar Sauroter,9.0,0.0,16000.0,,,,0.0,0.0,0.0,0.0,20.0,,,,,,,63.0,,,,20.0,,,,,,,,,,63.0
Draupnir Spear,Lion's Roar Sauroter,9.1,0.0,17000.0,,,,0.0,0.0,0.0,0.0,,,10.0,,,,,70.0,,,,,,,,,,,,,,70.0
Draupnir Spear,Lion's Roar Sauroter,9.2,0.0,18000.0,,,,0.0,0.0,0.0,0.0,5.0,,20.0,,,,,78.0,,,,,,,,,,,,,,78.0
Draupnir Spear,Lion's Roar Sauroter,9.3,0.0,19000.0,,,,0.0,0.0,0.0,0.0,,,30.0,10.0,,,,86.0,,,,,,,,,,,,,,86.0
Draupnir Spear,Lion's Roar Sauroter,10.0,0.0,20000.0,,,,0.0,0.0,0.0,0.0,,,40.0,,1.0,,,94.0,,,,,,,,,,,,,,94.0
Draupnir Spear,Hind of the Four Winds,5.0,17.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,15.0,,,,,,,,,,,,,,32.0
Draupnir Spear,Hind of the Four Winds,6.0,22.0,6000.0,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,18.0,,,,,,,,,,,,,,40.0
Draupnir Spear,Hind of the Four Winds,7.0,26.0,9000.0,,,2.0,0.0,0.0,0.0,0.0,,,,,,,,22.0,,,,,,,,,,,,,,48.0
Draupnir Spear,Hind of the Four Winds,8.0,30.0,12000.0,,,3.0,0.0,0.0,0.0,0.0,10.0,,,,,,,25.0,,,,,,,,,,,,,,55.0
Draupnir Spear,Hind of the Four Winds,9.0,34.0,16000.0,,,,0.0,0.0,0.0,0.0,20.0,,,,,,,29.0,,,,20.0,,,,,,,,,,63.0
Draupnir Spear,Hind of the Four Winds,9.1,38.0,17000.0,,,,0.0,0.0,0.0,0.0,,,10.0,,,,,32.0,,,,,,,,,,,,,,70.0
Draupnir Spear,Hind of the Four Winds,9.2,43.0,18000.0,,,,0.0,0.0,0.0,0.0,5.0,,20.0,,,,,36.0,,,,,,,,,,,,,,79.0
Draupnir Spear,Hind of the Four Winds,9.3,47.0,19000.0,,,,0.0,0.0,0.0,0.0,,,30.0,10.0,,,,39.0,,,,,,,,,,,,,,86.0
Draupnir Spear,Hind of the Four Winds,10.0,51.0,20000.0,,,,0.0,0.0,0.0,0.0,,,40.0,,1.0,,,43.0,,,,,,,,,,,,,,94.0
Draupnir Spear,Warrior's Echo Sauroter,6.0,14.0,,,,,18.0,0.0,0.0,0.0,,,,,,,,14.0,,,,,,,,,,,,,,46.0
Draupnir Spear,Warrior's Echo Sauroter,7.0,17.0,,,,,22.0,0.0,0.0,0.0,,,,1.0,,,,17.0,,750.0,,,,,,,,,,,,56.0
Draupnir Spear,Warrior's Echo Sauroter,8.0,20.0,,,,,25.0,0.0,0.0,0.0,,,,2.0,,,,20.0,,1250.0,,,,,,,,,,,,65.0
Draupnir Spear,Warrior's Echo Sauroter,9.0,23.0,,,,,29.0,0.0,0.0,0.0,20.0,,,,,,,23.0,,1750.0,,20.0,,,,,,,,,,75.0
Draupnir Spear,Warrior's Echo Sauroter,9.1,26.0,17000.0,,,,32.0,0.0,0.0,0.0,,,10.0,,,,,26.0,,,,,,,,,,,,,,84.0
Draupnir Spear,Warrior's Echo Sauroter,9.2,28.0,18000.0,,,,36.0,0.0,0.0,0.0,5.0,,20.0,,,,,28.0,,,,,,,,,,,,,,92.0
Draupnir Spear,Warrior's Echo Sauroter,9.3,31.0,19000.0,,,,39.0,0.0,0.0,0.0,,,30.0,10.0,,,,31.0,,,,,,,,,,,,,,101.0
Draupnir Spear,Warrior's Echo Sauroter,10.0,34.0,20000.0,,,,43.0,0.0,0.0,0.0,,,40.0,,1.0,,,34.0,,,,,,,,,,,,,,111.0
Draupnir Spear,Battle-Scarred Sauroter,6.0,0.0,8000.0,,,,0.0,18.0,0.0,0.0,,,,,,,,25.0,,,,,,,,,,,,,,43.0
Draupnir Spear,Battle-Scarred Sauroter,7.0,0.0,9000.0,,,2.0,0.0,22.0,0.0,0.0,,,,,,,,30.0,,,,,,,,,,,,,,52.0
Draupnir Spear,Battle-Scarred Sauroter,8.0,0.0,12000.0,,,3.0,0.0,25.0,0.0,0.0,10.0,,,,,,,35.0,,,,,,,,,,,,,,60.0
Draupnir Spear,Battle-Scarred Sauroter,9.0,0.0,16000.0,,,,0.0,29.0,0.0,0.0,20.0,,,,,,,40.0,,,,20.0,,,,,,,,,,69.0
Draupnir Spear,Battle-Scarred Sauroter,9.1,0.0,17000.0,,,,0.0,32.0,0.0,0.0,,,10.0,,,,,45.0,,,,,,,,,,,,,,77.0
Draupnir Spear,Battle-Scarred Sauroter,9.2,0.0,18000.0,,,,0.0,36.0,0.0,0.0,5.0,,20.0,,,,,50.0,,,,,,,,,,,,,,86.0
Draupnir Spear,Battle-Scarred Sauroter,9.3,0.0,19000.0,,,,0.0,39.0,0.0,0.0,,,30.0,10.0,,,,55.0,,,,,,,,,,,,,,94.0
